FPS|deltaTimeS|materialMode|cameraView|totalObjectCount|visibleObjectCount|culledObjectCount|
50.00002|0.01999999|Single|FULL_View|2500|2500|0
50.00002|0.01999999|Single|FULL_View|2500|2500|0
8.87428|0.1126852|Single|FULL_View|2500|2500|0
8.852722|0.1129596|Single|FULL_View|2500|2500|0
9.843586|0.101589|Single|FULL_View|2500|2500|0
114.4662|0.008736203|Single|FULL_View|2500|2500|0
27.78936|0.035985|Single|FULL_View|2500|2500|0
41.58055|0.0240497|Single|FULL_View|2500|2500|0
27.65097|0.0361651|Single|FULL_View|2500|2500|0
47.12892|0.02121839|Single|FULL_View|2500|2500|0
50.86599|0.0196595|Single|FULL_View|2500|2500|0
50.74211|0.0197075|Single|FULL_View|2500|2500|0
50.94918|0.0196274|Single|FULL_View|2500|2500|0
51.10542|0.0195674|Single|FULL_View|2500|2500|0
50.98008|0.0196155|Single|FULL_View|2500|2500|0
50.60575|0.0197606|Single|FULL_View|2500|2500|0
50.81302|0.01968|Single|FULL_View|2500|2500|0
50.40805|0.0198381|Single|FULL_View|2500|2500|0
50.56225|0.0197776|Single|FULL_View|2500|2500|0
50.65036|0.0197432|Single|FULL_View|2500|2500|0
50.65779|0.0197403|Single|FULL_View|2500|2500|0
50.39255|0.0198442|Single|FULL_View|2500|2500|0
50.39257|0.0198442|Single|FULL_View|2500|2500|0
50.56301|0.0197773|Single|FULL_View|2500|2500|0
50.70891|0.0197204|Single|FULL_View|2500|2500|0
50.36947|0.0198533|Single|FULL_View|2500|2500|0
50.45916|0.01981801|Single|FULL_View|2500|2500|0
50.65472|0.0197415|Single|FULL_View|2500|2500|0
50.03853|0.0199846|Single|FULL_View|2500|2500|0
50.28866|0.0198852|Single|FULL_View|2500|2500|0
50.70865|0.0197205|Single|FULL_View|2500|2500|0
50.4139|0.0198358|Single|FULL_View|2500|2500|0
50.53772|0.0197872|Single|FULL_View|2500|2500|0
50.60038|0.0197627|Single|FULL_View|2500|2500|0
50.27929|0.0198889|Single|FULL_View|2500|2500|0
50.67216|0.0197347|Single|FULL_View|2500|2500|0
50.17864|0.0199288|Single|FULL_View|2500|2500|0
50.46172|0.019817|Single|FULL_View|2500|2500|0
50.39205|0.0198444|Single|FULL_View|2500|2500|0
50.50684|0.0197993|Single|FULL_View|2500|2500|0
50.36616|0.0198546|Single|FULL_View|2500|2500|0
50.57555|0.0197724|Single|FULL_View|2500|2500|0
50.48541|0.0198077|Single|FULL_View|2500|2500|0
50.38647|0.0198466|Single|FULL_View|2500|2500|0
50.09544|0.0199619|Single|FULL_View|2500|2500|0
50.59704|0.019764|Single|FULL_View|2500|2500|0
50.60218|0.019762|Single|FULL_View|2500|2500|0
50.09492|0.0199621|Single|FULL_View|2500|2500|0
50.24015|0.0199044|Single|FULL_View|2500|2500|0
50.56455|0.0197767|Single|FULL_View|2500|2500|0
50.37123|0.0198526|Single|FULL_View|2500|2500|0
50.25909|0.0198969|Single|FULL_View|2500|2500|0
50.436|0.01982711|Single|FULL_View|2500|2500|0
50.76272|0.0196995|Single|FULL_View|2500|2500|0
50.52011|0.0197941|Single|FULL_View|2500|2500|0
50.53951|0.0197865|Single|FULL_View|2500|2500|0
50.45866|0.0198182|Single|FULL_View|2500|2500|0
50.71328|0.0197187|Single|FULL_View|2500|2500|0
50.42128|0.01983289|Single|FULL_View|2500|2500|0
50.42685|0.0198307|Single|FULL_View|2500|2500|0
50.26742|0.0198936|Single|FULL_View|2500|2500|0
50.00002|0.01999999|Single|FULL_View|2500|2500|0
50.00002|0.01999999|Single|FULL_View|2500|2500|0
43.97732|0.022739|Single|FULL_View|2500|2500|0
4.194578|0.238403|Single|FULL_View|2500|2500|0
